1.+1.i    1.+2.i    1.+3.i    1.+4.i    1.+5.i    1.+6.i    1.+7.i    1.+8.i    1.+9.i    1.+10.i    1.+11.i    1.+12.i    1.+13.i    1.+14.i    1.+15.i    1.+16.i    1.+17.i    1.+18.i    1.+19.i    1.+20.i    1.+21.i    1.+22.i    1.+23.i    1.+24.i    1.+25.i    1.+26.i    1.+27.i    1.+28.i    1.+29.i    1.+30.i    1.+31.i    1.+32.i    1.+33.i    1.+34.i    1.+35.i    1.+36.i    1.+37.i    1.+38.i    1.+39.i    1.+40.i    1.+41.i    1.+42.i    1.+43.i    1.+44.i    1.+45.i    1.+46.i    1.+47.i    1.+48.i    1.+49.i    1.+50.i    1.+51.i    1.+52.i    1.+53.i    1.+54.i    1.+55.i    1.+56.i    1.+57.i    1.+58.i    1.+59.i    1.+60.i    1.+61.i    1.+62.i    1.+63.i    1.+64.i    1.+65.i    1.+66.i    1.+67.i    1.+68.i    1.+69.i    1.+70.i    1.+71.i    1.+72.i    1.+73.i    1.+74.i    1.+75.i    1.+76.i    1.+77.i    1.+78.i    1.+79.i    1.+80.i    1.+81.i    1.+82.i    1.+83.i    1.+84.i    1.+85.i    1.+86.i    1.+87.i    1.+88.i    1.+89.i    1.+90.i    1.+91.i    1.+92.i    1.+93.i    1.+94.i    1.+95.i    1.+96.i    1.+97.i    1.+98.i    1.+99.i    1.+100.i
50.+1.i    50.+2.i    50.+3.i    50.+4.i    50.+5.i    50.+6.i    50.+7.i    50.+8.i    50.+9.i    50.+10.i    50.+11.i    50.+12.i    50.+13.i    50.+14.i    50.+15.i    50.+16.i    50.+17.i    50.+18.i    50.+19.i    50.+20.i    50.+21.i    50.+22.i    50.+23.i    50.+24.i    50.+25.i    50.+26.i    50.+27.i    50.+28.i    50.+29.i    50.+30.i    50.+31.i    50.+32.i    50.+33.i    50.+34.i    50.+35.i    50.+36.i    50.+37.i    50.+38.i    50.+39.i    50.+40.i    50.+41.i    50.+42.i    50.+43.i    50.+44.i    50.+45.i    50.+46.i    50.+47.i    50.+48.i    50.+49.i    50.+50.i    50.+51.i    50.+52.i    50.+53.i    50.+54.i    50.+55.i    50.+56.i    50.+57.i    50.+58.i    50.+59.i    50.+60.i    50.+61.i    50.+62.i    50.+63.i    50.+64.i    50.+65.i    50.+66.i    50.+67.i    50.+68.i    50.+69.i    50.+70.i    50.+71.i    50.+72.i    50.+73.i    50.+74.i    50.+75.i    50.+76.i    50.+77.i    50.+78.i    50.+79.i    50.+80.i    50.+81.i    50.+82.i    50.+83.i    50.+84.i    50.+85.i    50.+86.i    50.+87.i    50.+88.i    50.+89.i    50.+90.i    50.+91.i    50.+92.i    50.+93.i    50.+94.i    50.+95.i    50.+96.i    50.+97.i    50.+98.i    50.+99.i    50.+100.i
51.+1.i    51.+2.i    51.+3.i    51.+4.i    51.+5.i    51.+6.i    51.+7.i    51.+8.i    51.+9.i    51.+10.i    51.+11.i    51.+12.i    51.+13.i    51.+14.i    51.+15.i    51.+16.i    51.+17.i    51.+18.i    51.+19.i    51.+20.i    51.+21.i    51.+22.i    51.+23.i    51.+24.i    51.+25.i    51.+26.i    51.+27.i    51.+28.i    51.+29.i    51.+30.i    51.+31.i    51.+32.i    51.+33.i    51.+34.i    51.+35.i    51.+36.i    51.+37.i    51.+38.i    51.+39.i    51.+40.i    51.+41.i    51.+42.i    51.+43.i    51.+44.i    51.+45.i    51.+46.i    51.+47.i    51.+48.i    51.+49.i    51.+50.i    51.+51.i    51.+52.i    51.+53.i    51.+54.i    51.+55.i    51.+56.i    51.+57.i    51.+58.i    51.+59.i    51.+60.i    51.+61.i    51.+62.i    51.+63.i    51.+64.i    51.+65.i    51.+66.i    51.+67.i    51.+68.i    51.+69.i    51.+70.i    51.+71.i    51.+72.i    51.+73.i    51.+74.i    51.+75.i    51.+76.i    51.+77.i    51.+78.i    51.+79.i    51.+80.i    51.+81.i    51.+82.i    51.+83.i    51.+84.i    51.+85.i    51.+86.i    51.+87.i    51.+88.i    51.+89.i    51.+90.i    51.+91.i    51.+92.i    51.+93.i    51.+94.i    51.+95.i    51.+96.i    51.+97.i    51.+98.i    51.+99.i    51.+100.i
52.+1.i    52.+2.i    52.+3.i    52.+4.i    52.+5.i    52.+6.i    52.+7.i    52.+8.i    52.+9.i    52.+10.i    52.+11.i    52.+12.i    52.+13.i    52.+14.i    52.+15.i    52.+16.i    52.+17.i    52.+18.i    52.+19.i    52.+20.i    52.+21.i    52.+22.i    52.+23.i    52.+24.i    52.+25.i    52.+26.i    52.+27.i    52.+28.i    52.+29.i    52.+30.i    52.+31.i    52.+32.i    52.+33.i    52.+34.i    52.+35.i    52.+36.i    52.+37.i    52.+38.i    52.+39.i    52.+40.i    52.+41.i    52.+42.i    52.+43.i    52.+44.i    52.+45.i    52.+46.i    52.+47.i    52.+48.i    52.+49.i    52.+50.i    52.+51.i    52.+52.i    52.+53.i    52.+54.i    52.+55.i    52.+56.i    52.+57.i    52.+58.i    52.+59.i    52.+60.i    52.+61.i    52.+62.i    52.+63.i    52.+64.i    52.+65.i    52.+66.i    52.+67.i    52.+68.i    52.+69.i    52.+70.i    52.+71.i    52.+72.i    52.+73.i    52.+74.i    52.+75.i    52.+76.i    52.+77.i    52.+78.i    52.+79.i    52.+80.i    52.+81.i    52.+82.i    52.+83.i    52.+84.i    52.+85.i    52.+86.i    52.+87.i    52.+88.i    52.+89.i    52.+90.i    52.+91.i    52.+92.i    52.+93.i    52.+94.i    52.+95.i    52.+96.i    52.+97.i    52.+98.i    52.+99.i    52.+100.i
53.+1.i    53.+2.i    53.+3.i    53.+4.i    53.+5.i    53.+6.i    53.+7.i    53.+8.i    53.+9.i    53.+10.i    53.+11.i    53.+12.i    53.+13.i    53.+14.i    53.+15.i    53.+16.i    53.+17.i    53.+18.i    53.+19.i    53.+20.i    53.+21.i    53.+22.i    53.+23.i    53.+24.i    53.+25.i    53.+26.i    53.+27.i    53.+28.i    53.+29.i    53.+30.i    53.+31.i    53.+32.i    53.+33.i    53.+34.i    53.+35.i    53.+36.i    53.+37.i    53.+38.i    53.+39.i    53.+40.i    53.+41.i    53.+42.i    53.+43.i    53.+44.i    53.+45.i    53.+46.i    53.+47.i    53.+48.i    53.+49.i    53.+50.i    53.+51.i    53.+52.i    53.+53.i    53.+54.i    53.+55.i    53.+56.i    53.+57.i    53.+58.i    53.+59.i    53.+60.i    53.+61.i    53.+62.i    53.+63.i    53.+64.i    53.+65.i    53.+66.i    53.+67.i    53.+68.i    53.+69.i    53.+70.i    53.+71.i    53.+72.i    53.+73.i    53.+74.i    53.+75.i    53.+76.i    53.+77.i    53.+78.i    53.+79.i    53.+80.i    53.+81.i    53.+82.i    53.+83.i    53.+84.i    53.+85.i    53.+86.i    53.+87.i    53.+88.i    53.+89.i    53.+90.i    53.+91.i    53.+92.i    53.+93.i    53.+94.i    53.+95.i    53.+96.i    53.+97.i    53.+98.i    53.+99.i    53.+100.i
54.+1.i    54.+2.i    54.+3.i    54.+4.i    54.+5.i    54.+6.i    54.+7.i    54.+8.i    54.+9.i    54.+10.i    54.+11.i    54.+12.i    54.+13.i    54.+14.i    54.+15.i    54.+16.i    54.+17.i    54.+18.i    54.+19.i    54.+20.i    54.+21.i    54.+22.i    54.+23.i    54.+24.i    54.+25.i    54.+26.i    54.+27.i    54.+28.i    54.+29.i    54.+30.i    54.+31.i    54.+32.i    54.+33.i    54.+34.i    54.+35.i    54.+36.i    54.+37.i    54.+38.i    54.+39.i    54.+40.i    54.+41.i    54.+42.i    54.+43.i    54.+44.i    54.+45.i    54.+46.i    54.+47.i    54.+48.i    54.+49.i    54.+50.i    54.+51.i    54.+52.i    54.+53.i    54.+54.i    54.+55.i    54.+56.i    54.+57.i    54.+58.i    54.+59.i    54.+60.i    54.+61.i    54.+62.i    54.+63.i    54.+64.i    54.+65.i    54.+66.i    54.+67.i    54.+68.i    54.+69.i    54.+70.i    54.+71.i    54.+72.i    54.+73.i    54.+74.i    54.+75.i    54.+76.i    54.+77.i    54.+78.i    54.+79.i    54.+80.i    54.+81.i    54.+82.i    54.+83.i    54.+84.i    54.+85.i    54.+86.i    54.+87.i    54.+88.i    54.+89.i    54.+90.i    54.+91.i    54.+92.i    54.+93.i    54.+94.i    54.+95.i    54.+96.i    54.+97.i    54.+98.i    54.+99.i    54.+100.i
55.+1.i    55.+2.i    55.+3.i    55.+4.i    55.+5.i    55.+6.i    55.+7.i    55.+8.i    55.+9.i    55.+10.i    55.+11.i    55.+12.i    55.+13.i    55.+14.i    55.+15.i    55.+16.i    55.+17.i    55.+18.i    55.+19.i    55.+20.i    55.+21.i    55.+22.i    55.+23.i    55.+24.i    55.+25.i    55.+26.i    55.+27.i    55.+28.i    55.+29.i    55.+30.i    55.+31.i    55.+32.i    55.+33.i    55.+34.i    55.+35.i    55.+36.i    55.+37.i    55.+38.i    55.+39.i    55.+40.i    55.+41.i    55.+42.i    55.+43.i    55.+44.i    55.+45.i    55.+46.i    55.+47.i    55.+48.i    55.+49.i    55.+50.i    55.+51.i    55.+52.i    55.+53.i    55.+54.i    55.+55.i    55.+56.i    55.+57.i    55.+58.i    55.+59.i    55.+60.i    55.+61.i    55.+62.i    55.+63.i    55.+64.i    55.+65.i    55.+66.i    55.+67.i    55.+68.i    55.+69.i    55.+70.i    55.+71.i    55.+72.i    55.+73.i    55.+74.i    55.+75.i    55.+76.i    55.+77.i    55.+78.i    55.+79.i    55.+80.i    55.+81.i    55.+82.i    55.+83.i    55.+84.i    55.+85.i    55.+86.i    55.+87.i    55.+88.i    55.+89.i    55.+90.i    55.+91.i    55.+92.i    55.+93.i    55.+94.i    55.+95.i    55.+96.i    55.+97.i    55.+98.i    55.+99.i    55.+100.i
56.+1.i    56.+2.i    56.+3.i    56.+4.i    56.+5.i    56.+6.i    56.+7.i    56.+8.i    56.+9.i    56.+10.i    56.+11.i    56.+12.i    56.+13.i    56.+14.i    56.+15.i    56.+16.i    56.+17.i    56.+18.i    56.+19.i    56.+20.i    56.+21.i    56.+22.i    56.+23.i    56.+24.i    56.+25.i    56.+26.i    56.+27.i    56.+28.i    56.+29.i    56.+30.i    56.+31.i    56.+32.i    56.+33.i    56.+34.i    56.+35.i    56.+36.i    56.+37.i    56.+38.i    56.+39.i    56.+40.i    56.+41.i    56.+42.i    56.+43.i    56.+44.i    56.+45.i    56.+46.i    56.+47.i    56.+48.i    56.+49.i    56.+50.i    56.+51.i    56.+52.i    56.+53.i    56.+54.i    56.+55.i    56.+56.i    56.+57.i    56.+58.i    56.+59.i    56.+60.i    56.+61.i    56.+62.i    56.+63.i    56.+64.i    56.+65.i    56.+66.i    56.+67.i    56.+68.i    56.+69.i    56.+70.i    56.+71.i    56.+72.i    56.+73.i    56.+74.i    56.+75.i    56.+76.i    56.+77.i    56.+78.i    56.+79.i    56.+80.i    56.+81.i    56.+82.i    56.+83.i    56.+84.i    56.+85.i    56.+86.i    56.+87.i    56.+88.i    56.+89.i    56.+90.i    56.+91.i    56.+92.i    56.+93.i    56.+94.i    56.+95.i    56.+96.i    56.+97.i    56.+98.i    56.+99.i    56.+100.i
57.+1.i    57.+2.i    57.+3.i    57.+4.i    57.+5.i    57.+6.i    57.+7.i    57.+8.i    57.+9.i    57.+10.i    57.+11.i    57.+12.i    57.+13.i    57.+14.i    57.+15.i    57.+16.i    57.+17.i    57.+18.i    57.+19.i    57.+20.i    57.+21.i    57.+22.i    57.+23.i    57.+24.i    57.+25.i    57.+26.i    57.+27.i    57.+28.i    57.+29.i    57.+30.i    57.+31.i    57.+32.i    57.+33.i    57.+34.i    57.+35.i    57.+36.i    57.+37.i    57.+38.i    57.+39.i    57.+40.i    57.+41.i    57.+42.i    57.+43.i    57.+44.i    57.+45.i    57.+46.i    57.+47.i    57.+48.i    57.+49.i    57.+50.i    57.+51.i    57.+52.i    57.+53.i    57.+54.i    57.+55.i    57.+56.i    57.+57.i    57.+58.i    57.+59.i    57.+60.i    57.+61.i    57.+62.i    57.+63.i    57.+64.i    57.+65.i    57.+66.i    57.+67.i    57.+68.i    57.+69.i    57.+70.i    57.+71.i    57.+72.i    57.+73.i    57.+74.i    57.+75.i    57.+76.i    57.+77.i    57.+78.i    57.+79.i    57.+80.i    57.+81.i    57.+82.i    57.+83.i    57.+84.i    57.+85.i    57.+86.i    57.+87.i    57.+88.i    57.+89.i    57.+90.i    57.+91.i    57.+92.i    57.+93.i    57.+94.i    57.+95.i    57.+96.i    57.+97.i    57.+98.i    57.+99.i    57.+100.i
58.+1.i    58.+2.i    58.+3.i    58.+4.i    58.+5.i    58.+6.i    58.+7.i    58.+8.i    58.+9.i    58.+10.i    58.+11.i    58.+12.i    58.+13.i    58.+14.i    58.+15.i    58.+16.i    58.+17.i    58.+18.i    58.+19.i    58.+20.i    58.+21.i    58.+22.i    58.+23.i    58.+24.i    58.+25.i    58.+26.i    58.+27.i    58.+28.i    58.+29.i    58.+30.i    58.+31.i    58.+32.i    58.+33.i    58.+34.i    58.+35.i    58.+36.i    58.+37.i    58.+38.i    58.+39.i    58.+40.i    58.+41.i    58.+42.i    58.+43.i    58.+44.i    58.+45.i    58.+46.i    58.+47.i    58.+48.i    58.+49.i    58.+50.i    58.+51.i    58.+52.i    58.+53.i    58.+54.i    58.+55.i    58.+56.i    58.+57.i    58.+58.i    58.+59.i    58.+60.i    58.+61.i    58.+62.i    58.+63.i    58.+64.i    58.+65.i    58.+66.i    58.+67.i    58.+68.i    58.+69.i    58.+70.i    58.+71.i    58.+72.i    58.+73.i    58.+74.i    58.+75.i    58.+76.i    58.+77.i    58.+78.i    58.+79.i    58.+80.i    58.+81.i    58.+82.i    58.+83.i    58.+84.i    58.+85.i    58.+86.i    58.+87.i    58.+88.i    58.+89.i    58.+90.i    58.+91.i    58.+92.i    58.+93.i    58.+94.i    58.+95.i    58.+96.i    58.+97.i    58.+98.i    58.+99.i    58.+100.i
59.+1.i    59.+2.i    59.+3.i    59.+4.i    59.+5.i    59.+6.i    59.+7.i    59.+8.i    59.+9.i    59.+10.i    59.+11.i    59.+12.i    59.+13.i    59.+14.i    59.+15.i    59.+16.i    59.+17.i    59.+18.i    59.+19.i    59.+20.i    59.+21.i    59.+22.i    59.+23.i    59.+24.i    59.+25.i    59.+26.i    59.+27.i    59.+28.i    59.+29.i    59.+30.i    59.+31.i    59.+32.i    59.+33.i    59.+34.i    59.+35.i    59.+36.i    59.+37.i    59.+38.i    59.+39.i    59.+40.i    59.+41.i    59.+42.i    59.+43.i    59.+44.i    59.+45.i    59.+46.i    59.+47.i    59.+48.i    59.+49.i    59.+50.i    59.+51.i    59.+52.i    59.+53.i    59.+54.i    59.+55.i    59.+56.i    59.+57.i    59.+58.i    59.+59.i    59.+60.i    59.+61.i    59.+62.i    59.+63.i    59.+64.i    59.+65.i    59.+66.i    59.+67.i    59.+68.i    59.+69.i    59.+70.i    59.+71.i    59.+72.i    59.+73.i    59.+74.i    59.+75.i    59.+76.i    59.+77.i    59.+78.i    59.+79.i    59.+80.i    59.+81.i    59.+82.i    59.+83.i    59.+84.i    59.+85.i    59.+86.i    59.+87.i    59.+88.i    59.+89.i    59.+90.i    59.+91.i    59.+92.i    59.+93.i    59.+94.i    59.+95.i    59.+96.i    59.+97.i    59.+98.i    59.+99.i    59.+100.i
60.+1.i    60.+2.i    60.+3.i    60.+4.i    60.+5.i    60.+6.i    60.+7.i    60.+8.i    60.+9.i    60.+10.i    60.+11.i    60.+12.i    60.+13.i    60.+14.i    60.+15.i    60.+16.i    60.+17.i    60.+18.i    60.+19.i    60.+20.i    60.+21.i    60.+22.i    60.+23.i    60.+24.i    60.+25.i    60.+26.i    60.+27.i    60.+28.i    60.+29.i    60.+30.i    60.+31.i    60.+32.i    60.+33.i    60.+34.i    60.+35.i    60.+36.i    60.+37.i    60.+38.i    60.+39.i    60.+40.i    60.+41.i    60.+42.i    60.+43.i    60.+44.i    60.+45.i    60.+46.i    60.+47.i    60.+48.i    60.+49.i    60.+50.i    60.+51.i    60.+52.i    60.+53.i    60.+54.i    60.+55.i    60.+56.i    60.+57.i    60.+58.i    60.+59.i    60.+60.i    60.+61.i    60.+62.i    60.+63.i    60.+64.i    60.+65.i    60.+66.i    60.+67.i    60.+68.i    60.+69.i    60.+70.i    60.+71.i    60.+72.i    60.+73.i    60.+74.i    60.+75.i    60.+76.i    60.+77.i    60.+78.i    60.+79.i    60.+80.i    60.+81.i    60.+82.i    60.+83.i    60.+84.i    60.+85.i    60.+86.i    60.+87.i    60.+88.i    60.+89.i    60.+90.i    60.+91.i    60.+92.i    60.+93.i    60.+94.i    60.+95.i    60.+96.i    60.+97.i    60.+98.i    60.+99.i    60.+100.i
61.+1.i    61.+2.i    61.+3.i    61.+4.i    61.+5.i    61.+6.i    61.+7.i    61.+8.i    61.+9.i    61.+10.i    61.+11.i    61.+12.i    61.+13.i    61.+14.i    61.+15.i    61.+16.i    61.+17.i    61.+18.i    61.+19.i    61.+20.i    61.+21.i    61.+22.i    61.+23.i    61.+24.i    61.+25.i    61.+26.i    61.+27.i    61.+28.i    61.+29.i    61.+30.i    61.+31.i    61.+32.i    61.+33.i    61.+34.i    61.+35.i    61.+36.i    61.+37.i    61.+38.i    61.+39.i    61.+40.i    61.+41.i    61.+42.i    61.+43.i    61.+44.i    61.+45.i    61.+46.i    61.+47.i    61.+48.i    61.+49.i    61.+50.i    61.+51.i    61.+52.i    61.+53.i    61.+54.i    61.+55.i    61.+56.i    61.+57.i    61.+58.i    61.+59.i    61.+60.i    61.+61.i    61.+62.i    61.+63.i    61.+64.i    61.+65.i    61.+66.i    61.+67.i    61.+68.i    61.+69.i    61.+70.i    61.+71.i    61.+72.i    61.+73.i    61.+74.i    61.+75.i    61.+76.i    61.+77.i    61.+78.i    61.+79.i    61.+80.i    61.+81.i    61.+82.i    61.+83.i    61.+84.i    61.+85.i    61.+86.i    61.+87.i    61.+88.i    61.+89.i    61.+90.i    61.+91.i    61.+92.i    61.+93.i    61.+94.i    61.+95.i    61.+96.i    61.+97.i    61.+98.i    61.+99.i    61.+100.i
62.+1.i    62.+2.i    62.+3.i    62.+4.i    62.+5.i    62.+6.i    62.+7.i    62.+8.i    62.+9.i    62.+10.i    62.+11.i    62.+12.i    62.+13.i    62.+14.i    62.+15.i    62.+16.i    62.+17.i    62.+18.i    62.+19.i    62.+20.i    62.+21.i    62.+22.i    62.+23.i    62.+24.i    62.+25.i    62.+26.i    62.+27.i    62.+28.i    62.+29.i    62.+30.i    62.+31.i    62.+32.i    62.+33.i    62.+34.i    62.+35.i    62.+36.i    62.+37.i    62.+38.i    62.+39.i    62.+40.i    62.+41.i    62.+42.i    62.+43.i    62.+44.i    62.+45.i    62.+46.i    62.+47.i    62.+48.i    62.+49.i    62.+50.i    62.+51.i    62.+52.i    62.+53.i    62.+54.i    62.+55.i    62.+56.i    62.+57.i    62.+58.i    62.+59.i    62.+60.i    62.+61.i    62.+62.i    62.+63.i    62.+64.i    62.+65.i    62.+66.i    62.+67.i    62.+68.i    62.+69.i    62.+70.i    62.+71.i    62.+72.i    62.+73.i    62.+74.i    62.+75.i    62.+76.i    62.+77.i    62.+78.i    62.+79.i    62.+80.i    62.+81.i    62.+82.i    62.+83.i    62.+84.i    62.+85.i    62.+86.i    62.+87.i    62.+88.i    62.+89.i    62.+90.i    62.+91.i    62.+92.i    62.+93.i    62.+94.i    62.+95.i    62.+96.i    62.+97.i    62.+98.i    62.+99.i    62.+100.i
63.+1.i    63.+2.i    63.+3.i    63.+4.i    63.+5.i    63.+6.i    63.+7.i    63.+8.i    63.+9.i    63.+10.i    63.+11.i    63.+12.i    63.+13.i    63.+14.i    63.+15.i    63.+16.i    63.+17.i    63.+18.i    63.+19.i    63.+20.i    63.+21.i    63.+22.i    63.+23.i    63.+24.i    63.+25.i    63.+26.i    63.+27.i    63.+28.i    63.+29.i    63.+30.i    63.+31.i    63.+32.i    63.+33.i    63.+34.i    63.+35.i    63.+36.i    63.+37.i    63.+38.i    63.+39.i    63.+40.i    63.+41.i    63.+42.i    63.+43.i    63.+44.i    63.+45.i    63.+46.i    63.+47.i    63.+48.i    63.+49.i    63.+50.i    63.+51.i    63.+52.i    63.+53.i    63.+54.i    63.+55.i    63.+56.i    63.+57.i    63.+58.i    63.+59.i    63.+60.i    63.+61.i    63.+62.i    63.+63.i    63.+64.i    63.+65.i    63.+66.i    63.+67.i    63.+68.i    63.+69.i    63.+70.i    63.+71.i    63.+72.i    63.+73.i    63.+74.i    63.+75.i    63.+76.i    63.+77.i    63.+78.i    63.+79.i    63.+80.i    63.+81.i    63.+82.i    63.+83.i    63.+84.i    63.+85.i    63.+86.i    63.+87.i    63.+88.i    63.+89.i    63.+90.i    63.+91.i    63.+92.i    63.+93.i    63.+94.i    63.+95.i    63.+96.i    63.+97.i    63.+98.i    63.+99.i    63.+100.i
64.+1.i    64.+2.i    64.+3.i    64.+4.i    64.+5.i    64.+6.i    64.+7.i    64.+8.i    64.+9.i    64.+10.i    64.+11.i    64.+12.i    64.+13.i    64.+14.i    64.+15.i    64.+16.i    64.+17.i    64.+18.i    64.+19.i    64.+20.i    64.+21.i    64.+22.i    64.+23.i    64.+24.i    64.+25.i    64.+26.i    64.+27.i    64.+28.i    64.+29.i    64.+30.i    64.+31.i    64.+32.i    64.+33.i    64.+34.i    64.+35.i    64.+36.i    64.+37.i    64.+38.i    64.+39.i    64.+40.i    64.+41.i    64.+42.i    64.+43.i    64.+44.i    64.+45.i    64.+46.i    64.+47.i    64.+48.i    64.+49.i    64.+50.i    64.+51.i    64.+52.i    64.+53.i    64.+54.i    64.+55.i    64.+56.i    64.+57.i    64.+58.i    64.+59.i    64.+60.i    64.+61.i    64.+62.i    64.+63.i    64.+64.i    64.+65.i    64.+66.i    64.+67.i    64.+68.i    64.+69.i    64.+70.i    64.+71.i    64.+72.i    64.+73.i    64.+74.i    64.+75.i    64.+76.i    64.+77.i    64.+78.i    64.+79.i    64.+80.i    64.+81.i    64.+82.i    64.+83.i    64.+84.i    64.+85.i    64.+86.i    64.+87.i    64.+88.i    64.+89.i    64.+90.i    64.+91.i    64.+92.i    64.+93.i    64.+94.i    64.+95.i    64.+96.i    64.+97.i    64.+98.i    64.+99.i    64.+100.i
65.+1.i    65.+2.i    65.+3.i    65.+4.i    65.+5.i    65.+6.i    65.+7.i    65.+8.i    65.+9.i    65.+10.i    65.+11.i    65.+12.i    65.+13.i    65.+14.i    65.+15.i    65.+16.i    65.+17.i    65.+18.i    65.+19.i    65.+20.i    65.+21.i    65.+22.i    65.+23.i    65.+24.i    65.+25.i    65.+26.i    65.+27.i    65.+28.i    65.+29.i    65.+30.i    65.+31.i    65.+32.i    65.+33.i    65.+34.i    65.+35.i    65.+36.i    65.+37.i    65.+38.i    65.+39.i    65.+40.i    65.+41.i    65.+42.i    65.+43.i    65.+44.i    65.+45.i    65.+46.i    65.+47.i    65.+48.i    65.+49.i    65.+50.i    65.+51.i    65.+52.i    65.+53.i    65.+54.i    65.+55.i    65.+56.i    65.+57.i    65.+58.i    65.+59.i    65.+60.i    65.+61.i    65.+62.i    65.+63.i    65.+64.i    65.+65.i    65.+66.i    65.+67.i    65.+68.i    65.+69.i    65.+70.i    65.+71.i    65.+72.i    65.+73.i    65.+74.i    65.+75.i    65.+76.i    65.+77.i    65.+78.i    65.+79.i    65.+80.i    65.+81.i    65.+82.i    65.+83.i    65.+84.i    65.+85.i    65.+86.i    65.+87.i    65.+88.i    65.+89.i    65.+90.i    65.+91.i    65.+92.i    65.+93.i    65.+94.i    65.+95.i    65.+96.i    65.+97.i    65.+98.i    65.+99.i    65.+100.i
66.+1.i    66.+2.i    66.+3.i    66.+4.i    66.+5.i    66.+6.i    66.+7.i    66.+8.i    66.+9.i    66.+10.i    66.+11.i    66.+12.i    66.+13.i    66.+14.i    66.+15.i    66.+16.i    66.+17.i    66.+18.i    66.+19.i    66.+20.i    66.+21.i    66.+22.i    66.+23.i    66.+24.i    66.+25.i    66.+26.i    66.+27.i    66.+28.i    66.+29.i    66.+30.i    66.+31.i    66.+32.i    66.+33.i    66.+34.i    66.+35.i    66.+36.i    66.+37.i    66.+38.i    66.+39.i    66.+40.i    66.+41.i    66.+42.i    66.+43.i    66.+44.i    66.+45.i    66.+46.i    66.+47.i    66.+48.i    66.+49.i    66.+50.i    66.+51.i    66.+52.i    66.+53.i    66.+54.i    66.+55.i    66.+56.i    66.+57.i    66.+58.i    66.+59.i    66.+60.i    66.+61.i    66.+62.i    66.+63.i    66.+64.i    66.+65.i    66.+66.i    66.+67.i    66.+68.i    66.+69.i    66.+70.i    66.+71.i    66.+72.i    66.+73.i    66.+74.i    66.+75.i    66.+76.i    66.+77.i    66.+78.i    66.+79.i    66.+80.i    66.+81.i    66.+82.i    66.+83.i    66.+84.i    66.+85.i    66.+86.i    66.+87.i    66.+88.i    66.+89.i    66.+90.i    66.+91.i    66.+92.i    66.+93.i    66.+94.i    66.+95.i    66.+96.i    66.+97.i    66.+98.i    66.+99.i    66.+100.i
67.+1.i    67.+2.i    67.+3.i    67.+4.i    67.+5.i    67.+6.i    67.+7.i    67.+8.i    67.+9.i    67.+10.i    67.+11.i    67.+12.i    67.+13.i    67.+14.i    67.+15.i    67.+16.i    67.+17.i    67.+18.i    67.+19.i    67.+20.i    67.+21.i    67.+22.i    67.+23.i    67.+24.i    67.+25.i    67.+26.i    67.+27.i    67.+28.i    67.+29.i    67.+30.i    67.+31.i    67.+32.i    67.+33.i    67.+34.i    67.+35.i    67.+36.i    67.+37.i    67.+38.i    67.+39.i    67.+40.i    67.+41.i    67.+42.i    67.+43.i    67.+44.i    67.+45.i    67.+46.i    67.+47.i    67.+48.i    67.+49.i    67.+50.i    67.+51.i    67.+52.i    67.+53.i    67.+54.i    67.+55.i    67.+56.i    67.+57.i    67.+58.i    67.+59.i    67.+60.i    67.+61.i    67.+62.i    67.+63.i    67.+64.i    67.+65.i    67.+66.i    67.+67.i    67.+68.i    67.+69.i    67.+70.i    67.+71.i    67.+72.i    67.+73.i    67.+74.i    67.+75.i    67.+76.i    67.+77.i    67.+78.i    67.+79.i    67.+80.i    67.+81.i    67.+82.i    67.+83.i    67.+84.i    67.+85.i    67.+86.i    67.+87.i    67.+88.i    67.+89.i    67.+90.i    67.+91.i    67.+92.i    67.+93.i    67.+94.i    67.+95.i    67.+96.i    67.+97.i    67.+98.i    67.+99.i    67.+100.i
68.+1.i    68.+2.i    68.+3.i    68.+4.i    68.+5.i    68.+6.i    68.+7.i    68.+8.i    68.+9.i    68.+10.i    68.+11.i    68.+12.i    68.+13.i    68.+14.i    68.+15.i    68.+16.i    68.+17.i    68.+18.i    68.+19.i    68.+20.i    68.+21.i    68.+22.i    68.+23.i    68.+24.i    68.+25.i    68.+26.i    68.+27.i    68.+28.i    68.+29.i    68.+30.i    68.+31.i    68.+32.i    68.+33.i    68.+34.i    68.+35.i    68.+36.i    68.+37.i    68.+38.i    68.+39.i    68.+40.i    68.+41.i    68.+42.i    68.+43.i    68.+44.i    68.+45.i    68.+46.i    68.+47.i    68.+48.i    68.+49.i    68.+50.i    68.+51.i    68.+52.i    68.+53.i    68.+54.i    68.+55.i    68.+56.i    68.+57.i    68.+58.i    68.+59.i    68.+60.i    68.+61.i    68.+62.i    68.+63.i    68.+64.i    68.+65.i    68.+66.i    68.+67.i    68.+68.i    68.+69.i    68.+70.i    68.+71.i    68.+72.i    68.+73.i    68.+74.i    68.+75.i    68.+76.i    68.+77.i    68.+78.i    68.+79.i    68.+80.i    68.+81.i    68.+82.i    68.+83.i    68.+84.i    68.+85.i    68.+86.i    68.+87.i    68.+88.i    68.+89.i    68.+90.i    68.+91.i    68.+92.i    68.+93.i    68.+94.i    68.+95.i    68.+96.i    68.+97.i    68.+98.i    68.+99.i    68.+100.i
